,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
0,east,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1,british,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
2,conversation,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
3,devout jews,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
4,denmark,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
5,crooked hillary,89,1,89,89,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
6,mueller,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
7,main russian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
8,sick,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
9,sick man,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22:40:44,0,0
10,sick pricks,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:55,0,0
11,financialtimes anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
12,amen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
13,beny steinmetz,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
14,quicker,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
15,dump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
16,pitch trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:29,0,0
17,oekraïne,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
18,deep state,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
19,wolf blitzer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,2
20,trump-supporting republican,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:37,0,0
21,feds,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
22,arabica,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
23,cluster fk,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
24,mandatory,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
25,20 years,4,1,4,0,0,4,0,0,4,0,0,0,0,0,0,0,22:40:52,0,0
26,20 years in prison,3,1,3,0,0,3,0,0,3,0,0,0,0,0,3,0,22:40:41,0,0
27,key,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
28,prez horndog,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
29,solid gold,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
30,lavrov,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
31,rw,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
32,albert schlong,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
33,army,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
34,rabbinical get,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
35,back,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
36,parody of air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
37,yo anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
38,guantanamo,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
39,16-y.o,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
40,cookies anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
41,ohio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
42,reopen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
43,amistad in 1839,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:30,0,0
44,twiiter on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
45,joint chiefs,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
46,really-read,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:37,0,0
47,starring samuel jackson,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:34,0,0
48,putinville,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
49,newsflash,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
50,wee wee's bigly adventure,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
51,msm,6,1,6,0,5,5,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
52,upvoted ex-congressman anthony weiner pleads guilty,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:50,0,0
53,sickness,7,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:38,0,0
54,robert moore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
55,chris hansen,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
56,chris matthews,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
57,foreign mission,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:34,0,0
58,otp,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
59,scotland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
60,melania,36,1,36,0,0,0,0,0,0,0,3,0,0,0,0,0,22:40:29,0,2
61,melania trump,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,1
62,melania girl,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
63,chinese,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
64,chinese fighter jets,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
65,memorial day,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
66,nyt&wapo,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
67,dems,41,1,41,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
68,dems party.privileged,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:36,0,0
69,nyc,38,1,38,0,36,38,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
70,pass,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
71,cargo hold,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
72,jetblue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
73,horseback,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:55,0,0
74,archangel st. michael,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
75,talk,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
76,oh wait,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
77,sentencing in sept,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
78,two,6,1,6,0,2,2,0,0,0,0,0,4,0,0,0,0,22:40:30,0,0
79,two trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
80,9-day,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:29,0,0
81,jacob kainer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,1
82,classified,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
83,classified us,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
84,classified emails,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:47,0,0
85,classified top secret government emails,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:55,0,0
86,classified information,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
87,jail,7,1,7,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
88,jail time,71,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
89,breaking- anthony weiner,3,1,3,3,0,0,0,0,0,0,0,3,0,0,3,0,22:40:40,0,0
90,dark knight,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
91,2019 golden globes,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
92,unreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
93,edt 5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,22:40:34,0,0
94,hillaryclinton anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
95,bellevue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
96,look,6,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
97,look republicans,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
98,look at my,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:38,0,0
99,look at hillary,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
100,girlfriend humas,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
101,h.clinton,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,22:40:47,0,0
102,excellent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
103,reports jared kushner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
104,reports anthony weiner,65,1,65,64,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
105,uruguay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
106,ego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
107,emailgate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
108,delta american,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
109,hubby of huma abedin hillary clinton,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,22:40:49,0,0
110,horrible,6,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
111,fire comey,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:53,0,0
112,bramuda triangle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
113,wil wheaton,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
114,nsa,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
115,39-45,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
116,drive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
117,carlos,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
118,carlos danger,46,1,46,6,0,0,0,0,0,0,0,9,0,0,0,0,22:40:37,0,0
119,leftist,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
120,tennessee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
121,little donny,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
122,little people,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:55,0,0
123,little weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
124,men,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
125,t-dog,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:54,0,0
126,service,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
127,real,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
128,real americans,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
129,real issue,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:43,0,0
130,real world,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
131,real time,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:54,0,0
132,survivor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
133,survivor air force one,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
134,teens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
135,twin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
136,travel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
137,travel ban,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
138,whites,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
139,cbseveningnews,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,3
140,feminists,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
141,greenland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
142,tv,8,1,8,0,8,8,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
143,tv on air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
144,killary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
145,david dao,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
146,hs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
147,bbc,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
148,bbc news,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
149,touch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
150,perv chat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
151,americas air force one with pres,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
152,sticking with the arrested development,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
153,x-files,5,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,22:40:29,0,0
154,doj,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,1
155,bakari,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
156,complete,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
157,dc,11,1,11,0,9,11,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
158,dc democrats,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
159,flynn,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
160,disgusted,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
161,ss,3,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
162,cnnpolitics,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,27
163,preisdent's seal,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:30,0,0
164,archer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
165,alps,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
166,kelly,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:44,0,0
167,kelly anne,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
168,italian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
169,jt,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
170,soon,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
171,1000s,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,22:40:46,0,0
172,europe,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
173,europe on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
174,rep. anthony weiner,7,1,7,6,0,0,0,0,0,0,0,7,0,0,0,0,22:40:36,0,0
175,jetison trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
176,cruising,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:34,0,0
177,cerno,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
178,15-year,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:49,0,0
179,vatican,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
180,vatican city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
181,latest,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
182,latest weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
183,latest anthony weiner,69,1,69,32,0,0,0,0,0,0,0,0,0,0,33,0,22:40:39,0,0
184,monica lewinsky,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
185,paying,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:36,0,0
186,abedin,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:55,0,0
187,united,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,2
188,united states,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
189,united states of america,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
190,united states air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
191,united air,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
192,united airlines,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
193,logline,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
194,dante,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:35,0,0
195,heading,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:32,0,0
196,maggie,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
197,maggie haberman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
198,molder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
199,caught,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
200,caught in a lie,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:43,0,0
201,hunts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
202,face of patriotic americans,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
203,face years,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
204,face years in prison,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
205,nelly,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,22:40:31,0,0
206,mr.trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
207,advisor,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
208,standing,5,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,22:40:46,0,0
209,4th,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,22:40:30,0,0
210,langley,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
211,presidents,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
212,vegas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
213,waste,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
214,14hr,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
215,safe,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
216,safe travel ya'll,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
217,joke,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
218,kate bolduan,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,4
219,eo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
220,eastern,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
221,passengers on air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
222,justine sacco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
223,next,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
224,serious,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
225,serious q,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
226,where's samuel l. jackson,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,22:40:34,0,0
227,peeps,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
228,theyll,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
229,gendry in got,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
230,huis clos,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
231,suicide squad,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:33,0,0
232,—trump,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
233,ted,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
234,ted kennedy,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
235,oct,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22:40:33,0,0
236,teen,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
237,yahoo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,1
238,yahoo messenger,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
239,🤣🤣🤣🤣🤣🤣🤣🤣🤣keep,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
240,nike lab white air force one,36,1,36,0,0,0,36,0,0,0,0,0,0,0,36,0,22:40:35,0,0
241,nike air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
242,fast,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
243,looks,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
244,tomnamako,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
245,gents,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
246,republicans,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
247,sartre,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
248,ounce,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
249,separation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
250,wish,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
251,playin the hits,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
252,libberals,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
253,dude,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
254,sgt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
255,badly,12,1,12,0,0,12,0,0,0,0,0,0,0,12,0,0,22:40:36,0,0
256,year,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
257,thr anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
258,collusion,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
259,kiddy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
260,d.c.,2,1,2,0,2,2,0,0,0,0,2,2,0,0,0,0,22:40:53,0,0
261,d.c. pedos-who,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
262,d.c. america,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:49,0,0
263,mcdonald,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:34,0,0
264,flip-phones great,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:48,0,0
265,isil,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
266,riyadh,17,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
267,riyadh 12.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
268,riyadh on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
269,name,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,1
270,fly,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:36,0,0
271,murder,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
272,murder on the orient express,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
273,shoulda,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
274,london,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
275,probably,3,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,22:40:31,0,0
276,🇺🇸safe travels,2,1,2,2,0,2,0,0,2,0,0,0,0,0,2,0,22:40:30,0,0
277,marketwatch former u.s. rep. anthony weiner,3,1,3,2,0,0,0,0,0,0,0,3,0,0,0,0,22:40:36,0,0
278,orthodox jew,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
279,america,42,1,42,0,0,0,0,0,2,0,11,0,0,0,0,0,22:40:29,0,0
280,america first,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
281,twitter,85,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,1
