,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
2199,hosting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:35,0,0
2200,laptop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2201,spicy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2202,truly website,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:45,0,0
2203,truly anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:45,0,0
2204,abadin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
2205,may,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,22:40:35,0,0
2206,may 2013,4,1,4,0,0,0,0,0,4,4,0,0,0,0,0,0,22:40:44,0,0
2207,may 2017,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22:40:54,0,0
2208,may 20 con air,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22:40:30,0,0
2209,may 20 2017,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,22:40:34,0,0
2210,may god,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,22:40:35,0,0
2211,may 19,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,22:40:41,0,0
2212,may 19 air force one,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22:40:30,0,0
2213,may 19 newsletter,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,22:40:42,0,0
2214,may 19 2017,2,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,22:40:30,0,0
2215,may 19 2017 at 10 41pm,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22:40:39,0,0
2216,give,3,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2217,cgi,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
2218,ed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2219,uncontrollable horniness,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
2220,democrats,150,1,150,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2221,democrats in the news,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22:40:44,0,0
2222,cat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2223,cat grant,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2224,pu,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2225,donny,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2226,donny two scoops,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2227,sheremetyevo international,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2228,lago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2229,u-turn,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:30,0,0
2230,inside air force one,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2231,longest,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2232,anthonyweiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2233,assange,124,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2234,clif high,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
2235,aloft,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2236,trumpmobile,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2237,deej,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2238,treason,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2239,wash post,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2240,israel,11,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
2241,israel on air,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2242,🇺🇸loves,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
2243,really,5,1,5,0,5,5,0,0,0,0,0,0,0,5,0,0,22:40:41,0,0
2244,really 2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
2245,dodge,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2246,total hypocrisy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2247,sept. 8th,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,22:40:38,0,0
2248,rikers g-pop,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:36,0,0
2249,hee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
2250,sept,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2251,thot,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2252,jake,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2253,—donald trump,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
2254,saint peter's basilica,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
2255,plane,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2256,ksa on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2257,bonnie,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
2258,16-17,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:49,0,0
2259,wesley clark4mentioning,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:40,0,0
2260,hrc,18,1,18,0,12,14,0,0,0,0,4,0,0,0,0,0,22:40:36,0,0
2261,hrc in russia probe,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
2262,hrc in russia probe&other,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:42,0,0
2263,harrison ford,10,1,10,3,0,0,0,0,0,0,1,0,0,0,0,0,22:40:29,0,0
2264,harrison ford in air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
2265,dingaling,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:51,0,0
2266,afo,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2267,dooku,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
2268,petals mcpoutsface,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2269,opioids,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2270,holder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2271,watch,4,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2272,watch trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2273,wood,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2274,mars,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2275,wii,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2276,acne rosacea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2277,eddie murphy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2278,ryanair,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2279,send,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
2280,national hero,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
2281,national news anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
2282,adam sandler,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2283,maxine waters,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,2
2284,alec baldwin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,3
2285,harry truman hubert humphrey,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
2286,zero,29,1,29,0,29,29,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2287,sabbath,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2288,ex-us,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:43,0,0
2289,ex-us rep. anthony weiner,194,1,194,136,0,0,2,0,0,0,0,194,0,0,0,0,22:40:36,0,0
2290,ten little indians,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
2291,ak,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
2292,kellyanne,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2293,kellyanne conway,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
2294,10yrs,42,1,42,0,0,0,0,0,42,0,0,0,0,0,0,0,22:40:36,0,0
2295,hannibal lecter,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
2296,predator anthony weiner,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,22:40:36,0,0
2297,dekalb ex-democratic u.s. rep. anthony weiner,3,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,22:40:36,0,0
2298,putins 🇷🇺thugs,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
2299,af,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2300,af one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2301,af 1,2,1,2,0,2,2,0,0,2,0,0,0,0,0,0,0,22:40:31,0,0
2302,ab,58,1,58,0,58,58,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
2303,ecko,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2304,mcenroe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2305,zionist,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
2306,mtv,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
2307,fbi,210,1,210,0,182,210,0,0,0,0,0,0,0,0,0,0,22:40:29,0,25
2308,fbi director,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2309,fbi director comey,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
2310,fbi agt 20 yrs,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:55,0,0
2311,anthony--just go away,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:40,0,0
2312,domme,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
2313,atomic,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2314,kardashians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2315,wonder,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2316,lit,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2317,✔️corrine brown,55,1,55,55,0,0,0,0,55,0,0,0,0,0,0,0,22:40:36,0,0
2318,suspect air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2319,consolidate armed forces,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2320,details former,2,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,22:40:38,0,0
2321,bombshells,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:31,0,0
2322,traitor,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
2323,friend,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2324,clinton,63,1,63,0,0,0,1,0,0,0,4,0,0,0,0,0,22:40:36,0,0
2325,clinton abedin,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
2326,clinton inc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:52,0,0
2327,clinton machine,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
2328,clinton news network,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
2329,ashley ridge's jas,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:35,0,0
2330,dare,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
2331,apb on af1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
2332,sickel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
2333,added pence,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
2334,dante's inferno,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:30,0,0
2335,bugs on plane,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
